,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
F6MPrQ5oxQL2Wq1v5ENDzA,region:Northeast,region:Southeast,region:Northeast,categories:sandwiches,region:Southeast,categories:juicebars,region:Northeast,region:Northeast,categories:sandwiches,categories:sandwiches,region:Southeast,region:Southeast,region:Northeast,categories:sandwiches,price:price$,region:Southeast,categories:juicebars,region:Southeast,region:Southeast,categories:sandwiches
FC1ZSB9fd4WlDMSAbEjq8Q,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,region:Northwest,region:Northwest,categories:coffeeroasteries,categories:breakfast_brunch,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:breakfast_brunch,categories:breakfast_brunch,categories:coffeeroasteries
FKWeca2cwUkxJTgW_Tj1nA,categories:bakeries,categories:bakeries,price:price$$$$,price:price$$$$,price:price$$$$,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries
FLjrwZRr6wgZVtIm9dWYEA,region:Southeast,price:price$$$$,price:price$$$$,categories:sandwiches,categories:bakeries,price:price$$$$,categories:bakeries,price:price$$$$,categories:sandwiches,region:Southeast,price:price$$$$,price:price$$$$,categories:sandwiches,categories:bakeries,price:price$$$$,categories:bakeries,price:price$$$$,categories:sandwiches,price:price$,categories:bakeries
FQZZsU3J88IGF8n5e3XYZg,categories:themedcafes,categories:juicebars,price:price$$$,region:Southeast,categories:juicebars,categories:juicebars,region:Southeast,categories:themedcafes,price:price$$$,categories:juicebars,categories:juicebars,region:Southeast,price:price$$$,price:price$$$,price:price$$$,categories:bars,price:price$$$,categories:juicebars,categories:juicebars,region:Southeast
FU5mC0OWVYL2vqP-9ZBT9g,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,region:Northwest,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,price:price$$$,categories:bakeries,price:price$$$$,categories:bakeries,categories:bakeries,categories:bakeries,categories:bars,region:Northwest,categories:bakeries,categories:bakeries,price:price$$$$
FX-7f2tmsDeYa1oCECi3dA,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$$,categories:bakeries,region:Northwest,price:price$$$$,categories:coffeeroasteries,categories:bakeries,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries
Fv8yAgnCcU9IRedhWF1Gaw,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,region:Southwest,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:icecream,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,region:Northwest,price:price$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$,price:price$$$,price:price$$$,region:Southwest
G6tWC8li_ro7dxQtKdvSBw,categories:cafes,categories:breakfast_brunch,categories:themedcafes,categories:breakfast_brunch,categories:cafes,categories:breakfast_brunch,categories:breakfast_brunch,categories:cafes,categories:breakfast_brunch,categories:cafes,categories:themedcafes,categories:cafes,region:Northwest,categories:cafes,categories:themedcafes,categories:cafes,categories:cafes,categories:themedcafes,region:Northwest,region:Northwest
G9RwoBoxPGZmYTNPTLv_IQ,region:Southwest,region:Northwest,price:price$$$$,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,price:price$$$$,categories:bakeries,region:Northwest,categories:coffeeroasteries,region:Southwest,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$$,region:Northwest,categories:coffeeroasteries
GQh4KSCygodKKum529q_LA,region:Northeast,region:Southeast,region:Northeast,region:Northeast,region:Northeast,categories:sandwiches,region:Northeast,region:Southeast,region:Central,region:Northeast,region:Northeast,region:Central,region:Southeast,categories:sandwiches,categories:sandwiches,categories:sandwiches,region:Southeast,region:Northeast,categories:sandwiches,region:Northeast
GYwyxg6vZNH6S8hV2TIeRQ,categories:coffeeroasteries,region:Central,region:Central,categories:sandwiches,region:Southeast,categories:coffeeroasteries,categories:sandwiches,region:Central,categories:coffeeroasteries,categories:sandwiches,region:Southeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,region:Southeast,region:Central,region:Southeast,region:Central
Gpy6gb_1rLsIiFmv7D4oYg,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,region:Northeast,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,region:Northeast,categories:bakeries,region:Northeast,categories:coffeeroasteries,price:price$$$$,price:price$$$$
GrCtBjMIwh6aJRGjkaZ0BQ,categories:themedcafes,categories:juicebars,categories:juicebars,categories:themedcafes,region:Northeast,categories:themedcafes,categories:themedcafes,categories:juicebars,categories:themedcafes,categories:themedcafes,categories:juicebars,categories:themedcafes,categories:themedcafes,categories:juicebars,categories:juicebars,categories:juicebars,region:Northeast,categories:breakfast_brunch,categories:themedcafes,categories:themedcafes
GtvARYwS5AU64_Yo97K1rA,region:Southeast,categories:sandwiches,region:Central,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,region:Southeast,categories:sandwiches,categories:coffeeroasteries,categories:coffeeroasteries,categories:sandwiches,region:Southeast,region:Southeast,categories:sandwiches,region:Southeast
GvGrSl1MoDlJrFamOGObEw,region:Southwest,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,categories:breakfast_brunch,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$$,price:price$$$$,region:Southwest,categories:coffeeroasteries,categories:breakfast_brunch,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries
H5giEryaio2xzYX6qKraPQ,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,region:Northeast,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,region:Northwest,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,price:price$$$,categories:bakeries,categories:bakeries,categories:bakeries
H7xdcr4D5TeHTeueBjWe4g,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:icecream,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries
H8mXfh5XgGCqmMLwVH7k5A,region:Southeast,categories:icecream,region:Southeast,categories:icecream,categories:icecream,categories:icecream,region:Southeast,region:Southeast,categories:themedcafes,region:Southeast,categories:bakeries,region:Southeast,region:Southwest,region:Southeast,region:Southwest,region:Southeast,region:Southeast,region:Southwest,categories:bakeries,categories:icecream
HH8yLi-x9ql9w2TZLKJNUw,price:price$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$,categories:coffeeroasteries,price:price$$$,price:price$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:coffeeroasteries
HSCFNOoTVVVce0Jm_FDVKA,region:Central,region:Northeast,region:Northeast,categories:coffeeroasteries,region:Northeast,categories:coffeeroasteries,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,categories:cafes,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,region:Northeast
HVI-zkVRU8gHfsShr7kc8w,region:Southeast,region:Southeast,price:price$$$$,region:Southeast,categories:bakeries,region:Southeast,categories:bakeries,price:price$$$$,categories:sandwiches,region:Southeast,categories:sandwiches,region:Southeast,region:Southeast,price:price$$$$,categories:bakeries,categories:bakeries,categories:bakeries,price:price$$$$,region:Southeast,region:Southeast
HX0W4gn5GkKX4qdhJzZMog,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:themedcafes,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:themedcafes,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:themedcafes,categories:themedcafes
HZNNx5s6cIY7s0XOrstWIg,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:themedcafes,categories:themedcafes,categories:coffeeroasteries,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,region:Southeast,categories:bakeries,categories:bakeries
HbI_aAcr8OhkCwRJ1eKU7g,price:price$$$$,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,price:price$$$$,categories:bakeries,categories:coffeeroasteries,price:price$$$$,price:price$$$$,categories:coffeeroasteries,categories:bakeries,price:price$,categories:sandwiches,categories:bakeries,price:price$$$$,categories:bakeries
HlFmrT2pMGUaKR_D3AEpIQ,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,region:Northeast,categories:coffeeroasteries,categories:themedcafes,price:price$$$$,price:price$$$$,categories:themedcafes,price:price$$$$,categories:coffeeroasteries,price:price$$$$,categories:themedcafes,region:Northeast
I0Ml519BP2Ya3-Ec5GgVgA,categories:bakeries,price:price$$$$,price:price$$$$,categories:bakeries,categories:coffeeroasteries,categories:bakeries,region:Southeast,region:Southeast,categories:bakeries,categories:coffeeroasteries,region:Southeast,categories:bakeries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,price:price$$$$,categories:coffeeroasteries,region:Southeast,categories:bakeries
IFhu0_QqvtpYj4Q4_3IpVA,categories:breakfast_brunch,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:breakfast_brunch,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,region:Southeast
IFkSQLXXTMACoWirAYI1jw,region:Southeast,price:price$$$$,categories:sandwiches,region:Southeast,categories:juicebars,region:Southeast,region:Southeast,categories:juicebars,price:price$$$$,categories:sandwiches,price:price$$$$,categories:sandwiches,price:price$$$$,price:price$$$$,region:Southeast,region:Southeast,categories:sandwiches,price:price$,categories:sandwiches,region:Southeast
IIVTHna4vd7EOJJTKaS5uw,categories:bakeries,categories:bakeries,categories:sandwiches,region:Southeast,price:price$$$$,categories:coffeeroasteries,region:Southeast,price:price$$$$,categories:bakeries,price:price$$$$,categories:bakeries,categories:coffeeroasteries,price:price$$$$,region:Southeast,region:Southeast,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:sandwiches
IKwsGotasR27FMY2eQ2gHg,categories:breakfast_brunch,region:Southeast,categories:juicebars,categories:cafes,categories:juicebars,categories:breakfast_brunch,categories:breakfast_brunch,region:Southeast,categories:juicebars,categories:juicebars,categories:breakfast_brunch,categories:juicebars,categories:breakfast_brunch,region:Southeast,categories:juicebars,price:price$,categories:breakfast_brunch,categories:juicebars,region:Southeast,categories:juicebars
IOtmx8Zebl3wOOqNEobFMw,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$,price:price$$$$,categories:coffeeroasteries,region:Central,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:sandwiches,price:price$$$,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries
IWATRvJNTkUyy3hstAEErg,price:price$,categories:icecream,categories:juicebars,categories:icecream,categories:icecream,price:price$,categories:icecream,categories:cafes,categories:icecream,categories:juicebars,categories:cafes,price:price$,categories:cafes,categories:icecream,region:Central,categories:juicebars,categories:juicebars,categories:icecream,categories:juicebars,region:Central
InOoHsNe5XDyIsTK_zEong,categories:juicebars,region:Southeast,region:Central,categories:sandwiches,region:Central,categories:juicebars,categories:sandwiches,region:Southeast,categories:sandwiches,region:Southeast,categories:sandwiches,region:Central,categories:juicebars,region:Southeast,categories:sandwiches,categories:sandwiches,categories:juicebars,region:Southeast,categories:juicebars,region:Southeast
IzwsiilxLRG_jg3wKIUxpg,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:themedcafes,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Northwest
J-NdrqdYuaBZnD8zo9pgjg,region:Southeast,price:price$$$$,region:Southeast,categories:bakeries,categories:bakeries,categories:bakeries,price:price$,price:price$$$$,categories:bakeries,region:Southeast,price:price$$$$,region:Southeast,categories:bakeries,region:Southeast,region:Southeast,region:Southeast,region:Southeast,region:Southeast,price:price$$$$,categories:bakeries
J4sv-OKmwoCE1YmMLdhKog,categories:bakeries,categories:coffeeroasteries,categories:sandwiches,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,price:price$,categories:bakeries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,region:Central,categories:sandwiches,categories:sandwiches,categories:bakeries,categories:coffeeroasteries
JMLhtLD8wNjRwJzyc6etQQ,categories:bakeries,categories:bakeries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,region:Northeast,categories:coffeeroasteries,categories:coffeeroasteries,region:Northeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries
JXrx-kwCSuf1xCkwuv0Nfw,categories:themedcafes,region:Southeast,region:Southeast,categories:themedcafes,categories:themedcafes,categories:themedcafes,categories:themedcafes,categories:juicebars,categories:juicebars,region:Southeast,region:Southeast,categories:themedcafes,region:Southeast,region:Northeast,region:Southeast,categories:themedcafes,region:Southeast,categories:themedcafes,region:Southeast,categories:themedcafes
Jd4LuJ2nCNBMayehLhhL4w,categories:themedcafes,categories:themedcafes,region:Northwest,categories:bars,region:Northwest,categories:themedcafes,categories:icecream,region:Northwest,categories:icecream,region:Southwest,categories:icecream,region:Southwest,region:Southwest,categories:themedcafes,categories:icecream,categories:icecream,region:Northwest,categories:themedcafes,region:Northwest,categories:icecream
JlQAJ3QHXiFlOgZ4feUZSA,region:Southeast,categories:breakfast_brunch,region:Southeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,categories:themedcafes,categories:coffeeroasteries,price:price$$$$,price:price$$$$,region:Southeast,categories:themedcafes,price:price$$$$,categories:coffeeroasteries,region:Southeast,region:Southeast,categories:coffeeroasteries
JxQmVUwbUBAZiji4kZtVSg,region:Southeast,price:price$$$$,price:price$$$$,price:price$$$$,price:price$$$$,price:price$$$$,price:price$$$$,categories:bakeries,region:Southeast,categories:sandwiches,categories:bakeries,region:Southeast,categories:bakeries,region:Southeast,categories:bakeries,price:price$$$$,price:price$$$$,categories:bakeries,price:price$$$$,region:Southeast
K175l53A-ciYnt0xS_V4CQ,region:Central,categories:themedcafes,region:Northeast,region:Northeast,region:Northeast,categories:themedcafes,region:Central,region:Northeast,region:Central,region:Northeast,categories:themedcafes,region:Northeast,categories:themedcafes,categories:themedcafes,price:price$$,region:Central,categories:desserts,region:Central,categories:themedcafes,region:Central
K4ZeG8WAPfTS1AjD5GoJTw,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$$,categories:coffeeroasteries,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries,region:Southeast,categories:coffeeroasteries
K74S1UK7QjAhWnkXIN0nhg,categories:themedcafes,region:Northeast,region:Southeast,region:Southeast,categories:themedcafes,categories:themedcafes,categories:bars,region:Southeast,categories:themedcafes,region:Northeast,categories:themedcafes,region:Southeast,categories:themedcafes,region:Southeast,price:price$$,region:Southeast,region:Northeast,categories:themedcafes,region:Southeast,region:Southeast
KEIzksmYRGhGyk6-IZmwYg,categories:themedcafes,region:Central,region:Central,categories:coffeeroasteries,categories:sandwiches,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,categories:themedcafes,categories:sandwiches,categories:themedcafes,categories:themedcafes,categories:coffeeroasteries,region:Central,categories:themedcafes,categories:sandwiches
KF37noDbi_1vl14AY5HjgA,categories:bakeries,categories:sandwiches,categories:bakeries,categories:bakeries,region:Northeast,region:Central,categories:bakeries,categories:sandwiches,region:Northeast,categories:bakeries,categories:bakeries,categories:bakeries,region:Northeast,categories:bakeries,categories:bakeries,region:Central,categories:bakeries,categories:bakeries,price:price$$$,region:Northeast
KGXWpnGr-KS9HAfV0YUDgg,categories:themedcafes,region:Central,categories:juicebars,region:Northeast,region:Northeast,categories:sandwiches,region:Northeast,categories:themedcafes,categories:juicebars,categories:themedcafes,region:Northeast,categories:juicebars,categories:sandwiches,categories:themedcafes,categories:themedcafes,region:Northeast,categories:sandwiches,region:Northeast,categories:juicebars,categories:juicebars
KIcZfbtAEHNoWqre4yHcPw,categories:bakeries,price:price$$$$,region:Southeast,region:Southeast,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries,price:price$$$$,region:Southeast,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries,region:Southeast,price:price$$$$
KXy4m5JDEegBLk5x9aiViQ,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries
KqR71xx01uMNccPnkvKSyw,price:price$$$,categories:breakfast_brunch,price:price$$$,price:price$$$,price:price$$$,categories:cafes,categories:cafes,price:price$$$,region:Southwest,categories:juicebars,categories:juicebars,categories:breakfast_brunch,categories:cafes,categories:juicebars,categories:breakfast_brunch,categories:cafes,categories:breakfast_brunch,price:price$$$,categories:juicebars,price:price$$$
KuGQIxKfGiHLNRuWLuPpXA,region:Southeast,region:Southeast,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:icecream,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries
L5SfGmm0UXHbDplI4iqfhg,price:price$,categories:sandwiches,region:Central,categories:sandwiches,price:price$,categories:breakfast_brunch,categories:sandwiches,region:Central,categories:sandwiches,region:Central,price:price$,categories:breakfast_brunch,categories:bars,price:price$,region:Central,categories:bars,categories:breakfast_brunch,price:price$,categories:sandwiches,price:price$
L5qnan1MZhuF8LetcU-Ziw,region:Northeast,region:Central,region:Northeast,price:price$,region:Northeast,categories:sandwiches,region:Central,categories:sandwiches,categories:sandwiches,categories:sandwiches,region:Northeast,region:Northeast,price:price$,categories:juicebars,categories:sandwiches,region:Northeast,region:Northeast,price:price$,region:Northeast,region:Northeast
L7zt8jZEE1Xj3ZT2fgO79w,categories:coffeeroasteries,categories:cafes,categories:coffeeroasteries,categories:breakfast_brunch,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:themedcafes,categories:coffeeroasteries,region:Southwest,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:themedcafes,categories:coffeeroasteries
LK0zfxdI77wuBPh9uP9EBQ,categories:themedcafes,categories:juicebars,categories:breakfast_brunch,categories:themedcafes,categories:breakfast_brunch,categories:themedcafes,categories:themedcafes,categories:breakfast_brunch,categories:themedcafes,region:Southwest,categories:themedcafes,categories:themedcafes,categories:breakfast_brunch,categories:themedcafes,categories:juicebars,categories:themedcafes,region:Northwest,region:Southwest,categories:juicebars,categories:breakfast_brunch
LNIHMh56lLl1dBGFCZShHQ,categories:bars,categories:juicebars,categories:juicebars,categories:themedcafes,region:Northwest,categories:juicebars,categories:themedcafes,region:Northwest,categories:juicebars,categories:breakfast_brunch,region:Northwest,categories:juicebars,categories:themedcafes,categories:themedcafes,categories:juicebars,categories:themedcafes,categories:breakfast_brunch,categories:themedcafes,categories:bars,categories:breakfast_brunch
LYOHCWaQ0zmcEowTAIQA5A,categories:bakeries,price:price$,categories:bakeries,categories:bakeries,categories:bakeries,region:Northeast,categories:bakeries,categories:sandwiches,categories:bakeries,categories:bakeries,region:Northeast,categories:bakeries,categories:bakeries,region:Northeast,price:price$,categories:bakeries,categories:bakeries,categories:sandwiches,categories:bakeries,region:Northeast
LiaJg56jzTYaQJxQ-fSBLg,categories:bakeries,categories:bakeries,categories:themedcafes,categories:bakeries,categories:bakeries,categories:themedcafes,categories:bakeries,categories:bakeries,price:price$$$$,price:price$$$$,categories:bakeries,categories:themedcafes,price:price$$$$,categories:themedcafes,categories:bakeries,categories:themedcafes,categories:bakeries,region:Southwest,categories:themedcafes,categories:bakeries
LkF6zG8dX5-FSJd44gxX2Q,categories:bakeries,categories:coffeeroasteries,region:Northwest,categories:coffeeroasteries,categories:bakeries,categories:bakeries,price:price$$$$,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:bakeries,categories:bakeries,price:price$$$$,categories:bakeries,categories:bakeries,region:Northwest,categories:bakeries,categories:coffeeroasteries
Lkq9AKAB2buesLDAS-uM2w,categories:sandwiches,categories:sandwiches,region:Central,categories:themedcafes,region:Northeast,region:Northeast,region:Northeast,categories:sandwiches,categories:sandwiches,categories:themedcafes,categories:themedcafes,region:Northeast,region:Central,price:price$$$,categories:themedcafes,categories:themedcafes,region:Northeast,region:Northeast,categories:themedcafes,region:Northeast
LrzKBLOgxyRp2xjv0kgwmw,region:Central,categories:themedcafes,region:Central,categories:themedcafes,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:coffeeroasteries,price:price$$$,categories:coffeeroasteries,categories:themedcafes,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:cafes
M1tsfz6V2O1JGyinpNQMCg,categories:juicebars,region:Northeast,categories:themedcafes,region:Northeast,region:Northeast,categories:juicebars,categories:themedcafes,categories:desserts,categories:themedcafes,region:Northeast,categories:themedcafes,region:Northeast,categories:themedcafes,categories:themedcafes,region:Northeast,region:Northeast,categories:juicebars,categories:themedcafes,region:Northeast,region:Northeast
MKhc_--TUl-MKLP8sy-FeA,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,region:Central,categories:coffeeroasteries,price:price$$$$,categories:bakeries,price:price$$$$,price:price$$
MNQRoT1t4Yh5nqBZMmw7Lg,categories:themedcafes,categories:sandwiches,categories:sandwiches,region:Northeast,categories:themedcafes,categories:sandwiches,categories:themedcafes,region:Northeast,categories:sandwiches,region:Northeast,categories:themedcafes,categories:themedcafes,region:Southeast,region:Northeast,categories:themedcafes,categories:sandwiches,categories:themedcafes,region:Southeast,region:Northeast,region:Southeast
MS54OoXe9O5O05JYQm2rBA,region:Central,region:Northeast,region:Northeast,region:Northeast,region:Central,region:Central,region:Central,categories:cafes,region:Northeast,region:Central,price:price$$$,region:Central,region:Central,categories:cafes,price:price$$$,region:Central,price:price$$$,region:Northeast,region:Central,region:Northeast
MTQAGVEdfXjvFRPwsqvnlQ,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,price:price$$,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:coffeeroasteries,categories:coffeeroasteries,categories:coffeeroasteries
Ml61UOrHtdUCwW0JcTM_Vg,region:Northwest,region:Southeast,categories:bakeries,region:Southeast,region:Northwest,categories:bakeries,categories:bakeries,categories:bars,categories:bakeries,categories:themedcafes,region:Southeast,categories:bars,categories:bakeries,categories:themedcafes,categories:bakeries,categories:bakeries,categories:bakeries,region:Southeast,region:Southeast,categories:bakeries
MmJ-gKRi3hRzBlVqEUEkOg,region:Southeast,categories:breakfast_brunch,region:Southeast,region:Southeast,categories:breakfast_brunch,price:price$,region:Southeast,region:Southeast,categories:juicebars,categories:bars,categories:juicebars,categories:breakfast_brunch,region:Southeast,region:Southeast,region:Southeast,region:Southeast,region:Southeast,categories:juicebars,region:Southeast,region:Southeast
MmTG0_aDuw274H7pzBSB6A,categories:coffeeroasteries,categories:bakeries,categories:sandwiches,categories:coffeeroasteries,categories:coffeeroasteries,region:Central,categories:bakeries,region:Central,price:price$$$$,categories:coffeeroasteries,categories:coffeeroasteries,categories:bakeries,categories:sandwiches,categories:coffeeroasteries,categories:sandwiches,price:price$$$$,categories:bakeries,categories:bakeries,categories:sandwiches,categories:coffeeroasteries
