,userid,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5
24,L5qnan1MZhuF8LetcU-Ziw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
25,I0Ml519BP2Ya3-Ec5GgVgA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
26,QZqj0zcaOXV63mVVVLAhhQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
27,05tSDymzhXyvaxO1G24d0g,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
28,8aBKh52ePGd3OG8di20wdw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
29,W8vFfu8VMe9EAhDcphjDuQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
30,5EWSLyXrh4WWpAL1ghrgng,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
31,OBFRSw7mTGtKJC89Qcai2w,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
32,w2_cG-OaLZq3OB4R4k_qZg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
33,dy_BrraKSl-I5Duq-xleKg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
34,hC1HjO-Tye6dar3Bg0aZMw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
35,hPTc3zhaCi4FEG-v-k2d7w,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
36,j8UlPZDO6K5iI8T7LKPqEA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
37,jfJF7wNEYW53_h1mE21ztg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
38,bJ3vl-BshIHJdrZ9DEqRMQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
39,kWpV8BiFGNRhpeHYXl_q6g,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
40,4WlVklOsSd409skDsWwQkQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
41,k0_Z5cdfaNC2F--70UzalQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
42,Cd8OdDB6wJxurtAgU-IgHA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
43,W9zo-15IyloXhPeO78Myjg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
44,2zbO5Cpuu0svXn3br0T84Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
45,H5giEryaio2xzYX6qKraPQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
46,k4B4gZFiZscBR9yFFUsc6Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
47,FU5mC0OWVYL2vqP-9ZBT9g,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
48,yDcJsT-IhVMH6sO19V_nbg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
49,uvDgC3dqLYUJvoefGBJM8A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
50,AIb7LML67T_sdHEJTeC3NQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
51,Wnjh_5SaxBDNZ0YUux8m1w,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
52,37veRneM-BBpXzSNw-jCGw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
53,tBoiIg3s8gUtYNeFrYHBLw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
54,9evC7g5uOFAtp-UTbi1tWg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
55,OID9ZOyljsyx7HVAP_29aQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
56,IIVTHna4vd7EOJJTKaS5uw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
57,NyYZUEQBYU7D2EA_F9bObw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
58,4y4obgWxi_CL25nRHrhuEA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
59,Qq_fV6NFDnu7sKuScVS5Gg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
60,CZQUtmO5NIY-bZWkCqHeJg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
61,PS0uGpc0Cwx40hMk6zolag,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
62,D6-pwyZgXy8wxFy-NbCWCw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
63,7sNLNv5gpwr9F0eUWBbImQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
64,jkr3YVCEoRNKkxinUZpW6A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
65,lpnPcoRGXy5N4mbkqMAjvA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
66,CxDOIDnH8gp9KXzpBHJYXw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
67,a7y3gCq9Vwv89NRtUTtyJw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
68,mLNFKajc56CqeZA6WkgREQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
69,-WShM_YFbtG4OcE0vrFVyw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
70,5KibiQBLrIKGIc6VIYxhaw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
71,_9OApqCkVLiYc_B-ShSi-Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
72,Gpy6gb_1rLsIiFmv7D4oYg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
73,ouBdbXdi8_jmXJbgQ5Jq4A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
74,YgIQamlfZBHoeCjANSUdxQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
75,3S53VaMDPy8Lywk2TuPb4A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
76,WPw0LDmsT5HLc5itX8YLVA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
77,_gyBH_pVycVOnjikFVXuBQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
78,6dsc7ibCyCJzPITbpzuNAQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
79,iqPpCHOIN36YtI3Plh7aIw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
80,2jTqpqHAQnIzIfwHdaOiqQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
81,DyiSA0yxVGN8zSRaYHoyMA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
82,nbYBWghA9fWHz-0JokGotA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
83,BKBBNwnF__qx7KfJsu8AOQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
84,Q1oMmm7tKPOzA7_gqcV4zg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
85,Ruh7DvkWtO_oXqyrCYbXig,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
86,Odc6CMAo8plVcl7uHuTjCg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
87,ZAYfrgxW2F4WMNIqwrKIIQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
88,jTZf5BolBcfli0cNch4V7Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
89,dJzKwp5k65MK3R_qn4Xpow,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
90,XVP0dQV-BsXKzp2KN214dg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
91,MKhc_--TUl-MKLP8sy-FeA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
92,lzRy6x6CtCzTO266iUf5kQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
93,3g_vgaCNlvR5uKmUkSz8Rw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
94,qvVaHr04qHp-iooOBzJk3A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
95,hRMpQlJQDObCpNSJ1qd_fA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
96,O2itSY4F2jnPRXaxdVGOkQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
97,i2G5mQrL1g_wgSuL8DGExQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
98,kS1MQHYwIfD0462PE61IBw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
99,nzIq7_i0C79ToOp-U5e0fA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
100,L7zt8jZEE1Xj3ZT2fgO79w,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
101,EYEvKYninX6eJvPL1yDMQw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
102,9mh76vFncdq6_uDnFv0qfA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
103,Ss6Fz9oK7HCOvYllxpdwEw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
104,QzS8sFqwFrOmxSZ-bThDmA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
105,2arW6KJ-BAoAfNrYC7zaPA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
106,hIlQOXn094Q205B_vu7Sjw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
107,hjpK0uWOWJEYNiI4Bvaw8A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
108,oUZ3fmICiFLVrUBl0lDx4g,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
109,hiUDfQ5UdPfi5UqnOmDdfQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
110,8Stq_lmhHw8Gt459P_4c7g,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
111,NUK8drx_RDOMjh4WxIBc6Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
112,RACaZuc0YD9jRPAtaust5g,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
113,1WKZZ0FGM1Tz-UvPD03Ttg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
114,0NjHJNdJPdmc0WHV4VF7fA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
115,2aJZEdicQUqqOQG5-pwe-Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
116,4KB9lTP3Tf3xfW2lMEYzdg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
117,FQZZsU3J88IGF8n5e3XYZg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
118,lCmvpQfFpdxhbWVM59eUCg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
119,znaofcTB6CKmdUqJSd17iA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
120,sMdP8B7-ca2rnqXlTN0nmA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
121,FKWeca2cwUkxJTgW_Tj1nA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
122,ZoYVSk3hhn1NRYM2RbERGg,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
123,uUJX6xpFVJWJI6l_Mpry_A,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
124,zWvA1Zc4sRv0DuDJb9g32Q,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
125,t5XN2Lmv_VeXRSw9YdGf_w,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
126,69BnQt-ykPsqriePrJKIqw,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
127,wuRI6NhRB6cUWERRmcvOMQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
128,MTQAGVEdfXjvFRPwsqvnlQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
129,l9HxQ24U3rfvQCbGHsEQvQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,old-airport-road-food-centre-singapore
130,4Imxj8nYyM2Vw56l2y1noQ,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
131,SUxcerD3p3AXUII_Qqu3ZA,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
132,qK33YxMmj3nE_7nzxXNbog,nylon-coffee-roasters-singapore,maxwell-food-centre-singapore-3,toms-palette-singapore,two-men-bagel-house-singapore,tiong-bahru-food-market-and-hawker-centre-singapore
